epoch,avg_reward,skill_max,enc_acc,skill_kl,pi_acc,pi_kl
-1,-4.067568632075296,0.25,0.25,,0.25,
0,-4.611569440370711,0.7178460955619812,0.2864583432674408,1.1401921510696411,0.25,0.11950390785932541
1,-5.309220048466041,0.9659255146980286,0.359375,4.104851245880127,0.3372035622596741,0.24251171946525574
2,-4.046838235875782,0.983576238155365,0.28515625,6.417224884033203,0.43453556299209595,0.2575858533382416
3,-3.442697757766974,0.9870975613594055,0.2734375,8.130671501159668,0.4844367504119873,0.3579842746257782
4,-5.082758196402831,0.9919760823249817,0.2890625,9.751630783081055,0.5442193746566772,0.46388858556747437
5,-1.779115635130107,0.9934737086296082,0.33203125,12.11816120147705,0.5974555611610413,0.7136753797531128
6,-0.9491755959803726,0.9936076402664185,0.2734375,13.194262504577637,0.6830533742904663,0.934198260307312
7,-1.606689810334558,0.9937983751296997,0.296875,13.667413711547852,0.7791501879692078,2.425995349884033
8,-0.7092084839728634,0.9924517273902893,0.3125,9.59589672088623,0.814105749130249,5.148889541625977
9,-2.0957582887208512,0.9923315644264221,0.2890625,11.160935401916504,0.8163290619850159,3.557271718978882
10,-0.8708682088154435,0.9953510761260986,0.26953125,14.548127174377441,0.8418972492218018,3.7062315940856934
11,-1.3489482284568606,0.9958590865135193,0.27734375,16.488452911376953,0.8465909361839294,11.4916353225708
12,-0.8051932271972012,0.9941552877426147,0.29296875,18.971214294433594,0.840785562992096,138.10142517089844
13,-0.8440159160942243,0.9988828897476196,0.3203125,13.311934471130371,0.8330039381980896,377.17047119140625
14,0.03052827853121648,0.9991522431373596,0.28125,6.848665714263916,0.8432559370994568,829.7391967773438
15,0.2396467944176255,0.9959913492202759,0.25,4.313457489013672,0.8458498120307922,1189.474365234375
16,0.21481670361932959,0.9987960457801819,0.25390625,1.1164767742156982,0.8454792499542236,1758.3486328125
17,0.10540040436335242,0.9934549331665039,0.24609375,0.7252044677734375,0.8481966257095337,3075.10986328125
18,0.023649076222143805,0.999993622303009,0.2578125,0.11178569495677948,0.8510375618934631,4224.18603515625
19,0.11724134457604418,0.9999986290931702,0.2578125,0.028916403651237488,0.85597825050354,3840.38525390625
20,0.10374205828025544,0.9999993443489075,0.25390625,0.09121689200401306,0.8537549376487732,3801.03857421875
21,0.11869914303235392,0.999999463558197,0.24609375,0.15303024649620056,0.864377498626709,3811.08740234375
22,-0.013789137119153494,0.9999996423721313,0.2734375,0.0555981770157814,0.8675889372825623,3813.5302734375
23,0.11631335421153395,0.9999975562095642,0.2421875,0.18089960515499115,0.8715415000915527,3873.566650390625
24,0.10657915488686837,0.9999985694885254,0.26171875,0.22928377985954285,0.8695651888847351,3901.478759765625
25,0.20720928998613888,0.9999757409095764,0.234375,0.15874958038330078,0.8620306253433228,3889.471435546875
26,-0.09878677365575898,0.9999996423721313,0.2578125,0.10134164988994598,0.873641312122345,3901.848876953125
27,0.21028584067399828,0.9997552037239075,0.2578125,0.26555636525154114,0.8742588758468628,3790.709228515625
28,0.1381459528349987,0.9997338652610779,0.265625,0.49963387846946716,0.8715415000915527,3547.756591796875
29,0.0977534422784948,0.9994094967842102,0.265625,0.060148000717163086,0.8680830001831055,3818.89404296875
30,-0.09417370350149502,0.9993788599967957,0.32421875,0.027387069538235664,0.8688241243362427,3872.381591796875
31,0.10237346641374707,0.999635636806488,0.2734375,0.01523569505661726,0.8633893132209778,3694.31298828125
32,0.09848527334318304,0.999556839466095,0.34375,0.009942722506821156,0.8649950623512268,3825.650146484375
33,0.09997590856210996,0.9997835159301758,0.30859375,0.0032699215225875378,0.8767292499542236,3849.19921875
34,0.09785570245639406,0.9998053908348083,0.30078125,0.0029122717678546906,0.8714179992675781,3846.881103515625
35,0.09826265621347564,0.9995984435081482,0.34765625,0.006597751751542091,0.872035562992096,3844.38818359375
36,-0.09653953189737084,0.9997702240943909,0.2890625,0.009914251044392586,0.864377498626709,3666.009765625
37,0.0975340592788047,0.9998742341995239,0.28515625,0.0012944141635671258,0.8780879378318787,3779.7255859375
38,0.10140382243720808,0.9997982978820801,0.29296875,0.0024258545599877834,0.8712944388389587,3800.9501953125
39,0.09917104204873912,0.9997000098228455,0.29296875,0.004153735935688019,0.876358687877655,3811.088134765625
40,0.10505976551354111,0.9995344877243042,0.31640625,0.007839294150471687,0.875,3809.580078125
41,-0.09254201169124804,0.9997724890708923,0.30859375,0.003417067928239703,0.8721590638160706,3799.625732421875
42,0.09845533084587087,0.9996064901351929,0.27734375,0.006655307020992041,0.8732707500457764,3801.0234375
43,0.09931274240091091,0.9999372959136963,0.3125,0.0007384076016023755,0.8727766871452332,3797.7568359375
44,0.09518367334157198,0.999778151512146,0.25390625,0.002800941001623869,0.8721590638160706,3809.48291015625
45,0.09863209259045641,0.9995775818824768,0.2578125,0.006340653169900179,0.8791996240615845,3807.79638671875
46,0.09900116582279954,0.9999522566795349,0.27734375,0.0006040005246177316,0.8770998120307922,3804.909423828125
47,0.1020189701901953,0.9998620748519897,0.27734375,0.0018628876423463225,0.8782114386558533,3804.373779296875
48,0.10075607824646589,0.9999694228172302,0.3203125,0.0003875239926856011,0.876605749130249,3775.04248046875
49,0.10026963532046675,0.9998830556869507,0.27734375,0.0015436807880178094,0.8709239363670349,3610.271728515625
