epoch,train_loss,val_loss,train_error,val_error,train_kl,val_kl
0,8.062966346740723,5.9754228591918945,0.4413776993751526,0.39433538913726807,7.621588706970215,5.581087589263916
1,4.066741943359375,2.935497999191284,0.29800912737846375,0.21714012324810028,3.768733024597168,2.718357801437378
2,2.331740379333496,1.986316204071045,0.1960802972316742,0.17319652438163757,2.135660171508789,1.813119649887085
3,1.6851353645324707,1.4930474758148193,0.15400150418281555,0.10756947100162506,1.5311338901519775,1.3854780197143555
4,1.406040906906128,1.3333704471588135,0.09999562799930573,0.07432884722948074,1.3060452938079834,1.2590415477752686
5,1.2944672107696533,1.2308028936386108,0.07920825481414795,0.060067784041166306,1.2152589559555054,1.1707351207733154
6,1.2096048593521118,1.1114882230758667,0.06714633107185364,0.048954181373119354,1.1424585580825806,1.0625340938568115
7,1.0701813697814941,0.9859650731086731,0.0557507649064064,0.038369085639715195,1.0144306421279907,0.94759601354599
8,1.0167508125305176,0.9677320122718811,0.04845444858074188,0.03320329263806343,0.9682964086532593,0.9345287084579468
9,0.9982544779777527,0.9588005542755127,0.04381607472896576,0.029962783679366112,0.9544383883476257,0.928837776184082
10,0.9842281937599182,0.9483270049095154,0.0404091477394104,0.02744036354124546,0.9438190460205078,0.9208866357803345
11,0.973524272441864,0.9391031265258789,0.03784915432333946,0.02580845355987549,0.9356751441955566,0.9132946729660034
12,0.9625523090362549,0.929306149482727,0.03581032529473305,0.024629482999444008,0.9267419576644897,0.9046766757965088
13,0.9532622694969177,0.9226238131523132,0.03416331484913826,0.023607205599546432,0.919098973274231,0.8990166187286377
14,0.9453030824661255,0.9166773557662964,0.03285064175724983,0.023028463125228882,0.9124524593353271,0.8936488628387451
15,0.9364261031150818,0.9107919335365295,0.0318179689347744,0.022199366241693497,0.9046081304550171,0.888592541217804
16,0.9284536242485046,0.9058507084846497,0.03096827119588852,0.02203485183417797,0.8974853754043579,0.8838158845901489
17,0.9220734238624573,0.8983942866325378,0.030209697782993317,0.021960701793432236,0.8918637037277222,0.8764336109161377
18,0.9152057766914368,0.8933078050613403,0.02961820922791958,0.021677430719137192,0.8855875730514526,0.8716303706169128
19,0.9084874987602234,0.885397732257843,0.029042379930615425,0.021226631477475166,0.8794451355934143,0.8641710877418518
20,0.9031780958175659,0.882417619228363,0.028613151982426643,0.021020470187067986,0.8745649456977844,0.8613971471786499
21,0.8968207240104675,0.8765027523040771,0.02823047712445259,0.020869627594947815,0.868590235710144,0.8556331396102905
22,0.8925399780273438,0.8722526431083679,0.027819732204079628,0.020583922043442726,0.8647202253341675,0.8516687154769897
23,0.8876772522926331,0.8686016201972961,0.02750701829791069,0.020420994609594345,0.8601702451705933,0.8481806516647339
24,0.8825830817222595,0.8619028925895691,0.027193432673811913,0.020135872066020966,0.8553896546363831,0.8417670130729675
25,0.8787035346031189,0.8613625764846802,0.02686503902077675,0.020000910386443138,0.8518384695053101,0.8413616418838501
26,0.8739017844200134,0.8558239936828613,0.026588229462504387,0.019620507955551147,0.8473135828971863,0.8362034559249878
27,0.8697402477264404,0.8528890013694763,0.02629535272717476,0.019640056416392326,0.8434448838233948,0.8332489728927612
28,0.8666146397590637,0.8487200736999512,0.02600860595703125,0.01946745626628399,0.8406060338020325,0.8292526006698608
29,0.863130509853363,0.8459081053733826,0.02572692558169365,0.019326863810420036,0.8374035954475403,0.8265812397003174
30,0.8593734502792358,0.8421672582626343,0.025409670546650887,0.018924744799733162,0.8339637517929077,0.8232424855232239
31,0.8556046485900879,0.8398105502128601,0.02515224739909172,0.01864774525165558,0.8304523825645447,0.8211628198623657
32,0.8528077006340027,0.8343478441238403,0.024783195927739143,0.01819750666618347,0.8280245065689087,0.8161503672599792
33,0.8506074547767639,0.8335705399513245,0.02448359504342079,0.017839232459664345,0.826123833656311,0.8157312870025635
34,0.8468462228775024,0.8328530788421631,0.024117514491081238,0.017347559332847595,0.82272869348526,0.8155055046081543
35,0.8450520038604736,0.8306984901428223,0.023728441447019577,0.017079278826713562,0.821323573589325,0.8136191964149475
36,0.8432183265686035,0.8265705704689026,0.023413991555571556,0.016591589897871017,0.819804310798645,0.8099789619445801
37,0.8401044011116028,0.8262214064598083,0.02311612293124199,0.016171535477042198,0.8169882893562317,0.8100498914718628
38,0.8380011916160583,0.823832094669342,0.022842617705464363,0.01595069095492363,0.8151585459709167,0.8078814148902893
39,0.8368091583251953,0.8213009238243103,0.022632697597146034,0.015697181224822998,0.8141764402389526,0.8056037425994873
40,0.8352981209754944,0.8197501301765442,0.022434908896684647,0.01542837917804718,0.8128632307052612,0.8043217658996582
41,0.8327361345291138,0.8197195529937744,0.02229754999279976,0.015310260467231274,0.8104385733604431,0.8044092655181885
42,0.8327783942222595,0.8178175687789917,0.022164665162563324,0.015233680605888367,0.810613751411438,0.8025838732719421
43,0.83191978931427,0.8163685202598572,0.02210434526205063,0.015057206153869629,0.8098154664039612,0.8013113141059875
44,0.8302898406982422,0.8175613284111023,0.022015780210494995,0.01509898342192173,0.8082740306854248,0.8024623394012451
45,0.830320417881012,0.8147798180580139,0.021942509338259697,0.015215888619422913,0.8083779215812683,0.7995639443397522
46,0.828735888004303,0.8138659000396729,0.021911634132266045,0.015103407204151154,0.806824266910553,0.7987625002861023
47,0.8291351199150085,0.8140077590942383,0.02187265083193779,0.0150299072265625,0.8072624802589417,0.7989778518676758
48,0.828022301197052,0.8165808916091919,0.02185971662402153,0.015036637894809246,0.8061625957489014,0.8015442490577698
49,0.8281468152999878,0.8151397705078125,0.02183542214334011,0.015002036467194557,0.8063113689422607,0.8001377582550049
