epoch,avg_reward,skill_max,enc_acc,skill_kl,pi_kl
-1,0.24877838790416718,0.25,0.25,,
0,0.11056817240185207,0.25490036606788635,0.34166669845581055,5.4932017519604415e-05,0.00013257967657409608
1,0.24166666826263797,0.27666839957237244,0.4568965435028076,0.004319461993873119,0.00020889921870548278
2,0.4916710234915983,0.357189804315567,0.4482758641242981,0.06388512253761292,0.0004436550661921501
3,0.5759734393357663,0.5167848467826843,0.42241379618644714,0.3148343563079834,0.0011479383101686835
4,0.5585614990118898,0.5790143609046936,0.4274193346500397,0.6515163779258728,0.0021331184543669224
5,0.4770952304619587,0.5614557266235352,0.3916666805744171,0.8405691385269165,0.009522340260446072
6,0.404247878150387,0.5692903995513916,0.4166666567325592,0.9219152331352234,0.025544384494423866
7,0.3506208299568871,0.5883074998855591,0.4273504614830017,1.1301459074020386,0.060839202255010605
8,0.9391995875861467,0.5867332220077515,0.4166666865348816,1.26162850856781,0.08084013313055038
9,0.8147182046990252,0.5927117466926575,0.4655172526836395,1.3867566585540771,0.15396252274513245
10,0.8467387058662273,0.6485421657562256,0.4399999976158142,1.5327613353729248,0.5940014123916626
11,0.9876287117705055,0.6665870547294617,0.4326923191547394,1.6134536266326904,1.8529514074325562
12,1.7147919628525425,0.788607120513916,0.4166666865348816,2.521674871444702,6.974788665771484
13,1.9445396928260104,0.8253545761108398,0.44086021184921265,3.679654836654663,23.43125343322754
14,1.9165522615279034,0.8633406162261963,0.4583333432674408,5.0224809646606445,106.62628173828125
15,2.028863562550633,0.8903884887695312,0.39772728085517883,5.212092876434326,324.747314453125
16,1.9163767532540568,0.8890595436096191,0.39423078298568726,4.506428241729736,900.4213256835938
17,1.905583750815014,0.9209021329879761,0.33695653080940247,3.385671854019165,2299.478515625
18,2.2340478872578764,0.9836490750312805,0.3499999940395355,0.4955199658870697,5392.89111328125
19,2.281563126699198,0.9976792335510254,0.3295454680919647,0.04331222176551819,10979.455078125
20,2.1318767811876507,0.9999925494194031,0.3636363744735718,6.0574679082492366e-05,20309.283203125
21,2.550831092598084,0.9999980926513672,0.3499999940395355,1.5238760170177557e-05,36680.3359375
22,2.259958198733398,0.9999959468841553,0.25,3.53044415533077e-05,84761.484375
23,2.494106674413911,0.9999991655349731,0.3139534890651703,7.339618150581373e-06,173345.90625
24,2.882007529318873,0.9999997615814209,0.25,3.156476623189519e-06,265006.5
25,2.609519770726188,0.9999997615814209,0.2261904776096344,2.2549565983354114e-06,446049.59375
26,2.355174607476246,0.9999992251396179,0.25,6.691844646411482e-06,661853.5
27,2.1267828880452377,0.9999997019767761,0.2395833432674408,3.2559582905378193e-06,1050804.625
28,2.1330266950767967,0.9999998807907104,0.261904776096344,1.5898029914751532e-06,1160482.125
29,2.3079167328378762,0.9999996423721313,0.25,3.7860763768549077e-06,1534727.625
30,2.2855221482742256,0.9999995231628418,0.260869562625885,4.989394255972002e-06,1863227.5
31,2.622675241836977,0.9999995827674866,0.2750000059604645,4.955506938131293e-06,2113871.25
32,2.6989545903833347,0.9999992847442627,0.2708333432674408,7.488964911317453e-06,2345405.0
33,2.7407159520830087,0.9999998807907104,0.2613636553287506,2.2141041426948505e-06,2670026.0
34,2.5668239867854825,0.9999996423721313,0.2916666865348816,3.696792646223912e-06,2803387.5
35,2.8762786527509796,0.9999995827674866,0.30263158679008484,3.7833247006346937e-06,2730198.0
36,3.2222838067239534,0.9999995827674866,0.2857142984867096,4.451484073797474e-06,2776233.25
37,3.3090315680762123,0.9999991655349731,0.2738095223903656,8.5867368397885e-06,2642684.25
38,2.893701963351835,0.9999987483024597,0.3095238208770752,1.2121994586777873e-05,2610094.75
39,2.898983366808944,0.9999997615814209,0.25,3.1337385735241696e-06,2611102.0
40,2.6365644671630664,0.9999998807907104,0.27173912525177,1.9982223875558702e-06,2757264.5
41,2.596055495604681,0.9999997615814209,0.28260868787765503,2.789065774777555e-06,2966214.25
42,3.036179081442103,0.9999995827674866,0.2763157784938812,3.414814727875637e-06,2785115.75
43,2.788238395951373,0.9999995231628418,0.2976190447807312,5.164018602954457e-06,2766953.25
44,2.7146954100977223,0.999998927116394,0.27173912525177,1.0770149856398348e-05,2798816.5
45,2.584310200030273,0.9999997019767761,0.2613636553287506,2.865990836653509e-06,2850312.75
46,2.7156431130770056,0.9999994039535522,0.25,6.504623797809472e-06,2872763.75
47,2.833354860696735,0.9999994039535522,0.28947368264198303,5.749839147028979e-06,2831659.5
48,2.6559652045764515,0.9999993443489075,0.3095238208770752,5.933962711424101e-06,2863596.75
49,2.9391144622059167,0.9999991059303284,0.32894736528396606,9.87351086223498e-06,3021080.75
