epoch,avg_reward,skill_max,enc_acc,skill_kl,pi_acc,pi_kl
-1,-2.61254500331591,0.25,0.25,,0.25,
0,-3.48048778134111,0.3404172658920288,0.296875,0.013963536359369755,0.3020833432674408,0.0707058385014534
1,-2.6741054030985802,0.3530009090900421,0.3671875,0.029284818097949028,0.3427579700946808,0.07145626097917557
2,-5.915661582778135,0.39605650305747986,0.4375,0.09389033168554306,0.44291338324546814,0.07458323985338211
3,-8.008380648467416,0.45813101530075073,0.5546875,0.23943324387073517,0.5853838324546814,0.0801353007555008
4,-4.340009818171294,0.4899882972240448,0.5234375,0.35303008556365967,0.6609252095222473,0.09471538662910461
5,-3.026465877739274,0.5237014293670654,0.515625,0.45793473720550537,0.7662401795387268,0.1135253757238388
6,-0.24689965251122994,0.5236952304840088,0.5390625,0.4859910011291504,0.8715550899505615,0.14218154549598694
7,-1.0953792680335679,0.5402436256408691,0.5234375,0.5163192749023438,0.8993602395057678,0.17620062828063965
8,0.3030992676268163,0.5454933047294617,0.6015625,0.588667094707489,0.9328247904777527,0.25438591837882996
9,-1.0817801506422915,0.5423175096511841,0.5390625,0.5964365601539612,0.9544783234596252,0.3459893763065338
10,-1.1052374305247796,0.5556840300559998,0.625,0.614744246006012,0.9709645509719849,0.48326417803764343
11,-0.5901437902984569,0.5574856400489807,0.5390625,0.6303178071975708,0.9790846705436707,0.6035903692245483
12,1.5099361884220814,0.5541698336601257,0.6328125,0.6348761320114136,0.9817913174629211,0.792360782623291
13,3.9416423165580508,0.56074458360672,0.625,0.6921261548995972,0.9862204790115356,1.3601768016815186
14,3.9960015269210407,0.5650309324264526,0.53125,0.6572655439376831,0.9913877844810486,3.2177672386169434
15,2.2430065099922274,0.6570286750793457,0.546875,0.7413830161094666,0.9936023354530334,11.311366081237793
16,3.3855216707760225,0.713873028755188,0.59375,0.6417953968048096,0.9945865869522095,35.30356979370117
17,3.9852847154551307,0.7874935865402222,0.53125,0.2881629168987274,0.9852362275123596,52.288360595703125
18,3.8786060545129795,0.826319694519043,0.4296875,0.16709043085575104,0.9975393414497375,58.000221252441406
19,3.847813468471335,0.8239763975143433,0.390625,0.09979654103517532,0.9950787425041199,61.59669876098633
20,3.9227125730621033,0.8415713310241699,0.4296875,0.09625446051359177,0.998031497001648,71.2794189453125
21,3.8997726808920117,0.8618267774581909,0.3984375,0.09593687206506729,0.9982775449752808,82.34007263183594
22,4.044147680892017,0.8596578240394592,0.3671875,0.07968766987323761,0.9970472455024719,81.30689239501953
23,4.037798426868258,0.8620619177818298,0.4140625,0.08142361789941788,0.999015748500824,84.4654312133789
24,5.537970080801544,0.8721886873245239,0.453125,0.12808218598365784,0.999015748500824,101.78015899658203
25,4.746267708882788,0.846869945526123,0.421875,0.09435069561004639,0.9977854490280151,89.68766021728516
26,5.6555340199214195,0.8635315895080566,0.484375,0.14030821621418,0.999015748500824,102.332763671875
27,5.744943737283051,0.8520858883857727,0.4609375,0.13841311633586884,1.0,93.28041076660156
28,3.9720997296445084,0.8507864475250244,0.421875,0.14710523188114166,0.9987697005271912,98.37220764160156
29,3.863002204285829,0.8275039196014404,0.4140625,0.09616851806640625,0.9992617964744568,82.90364074707031
30,3.904141979435785,0.840266764163971,0.5703125,0.14905957877635956,0.9992617964744568,100.59357452392578
31,3.9964731319381483,0.8388030529022217,0.5703125,0.1470666378736496,0.9995078444480896,106.65835571289062
32,4.010223131938149,0.8457924127578735,0.609375,0.17053106427192688,0.9995078444480896,112.81438446044922
33,4.010175809265187,0.8588815331459045,0.6953125,0.18724849820137024,0.9987697005271912,121.4894027709961
34,4.06773301430006,0.8617752194404602,0.640625,0.2003619223833084,0.9992617964744568,125.65411376953125
35,3.143737229681612,0.8318923711776733,0.6875,0.1813962310552597,0.9997539520263672,111.6346664428711
36,3.513998059388234,0.8357986807823181,0.5703125,0.22493690252304077,0.9992617964744568,117.4247055053711
37,3.9166911406147884,0.8183329105377197,0.6796875,0.21038123965263367,0.9987697005271912,113.32142639160156
38,3.916578789217131,0.8433464169502258,0.71875,0.26153308153152466,0.9997539520263672,131.1737823486328
39,3.869582644387953,0.8421663641929626,0.7109375,0.23996365070343018,0.999015748500824,131.09866333007812
40,3.8386133092651815,0.8661825060844421,0.765625,0.23580875992774963,0.9985235929489136,144.60926818847656
41,3.8609954457172075,0.8630000948905945,0.6953125,0.2224694937467575,0.9992617964744568,146.26522827148438
42,3.8695826443879535,0.8381346464157104,0.671875,0.222569078207016,1.0,129.6853485107422
43,3.412022627678967,0.8572714328765869,0.7890625,0.21082422137260437,0.9997539520263672,140.5244598388672
44,3.4619046685114783,0.8608075976371765,0.765625,0.22631636261940002,0.9992617964744568,144.65968322753906
45,3.7343383003860393,0.8440219163894653,0.6953125,0.24471421539783478,0.9992617964744568,135.01380920410156
46,3.8495012800871633,0.8550589680671692,0.7109375,0.24360866844654083,0.999015748500824,141.62942504882812
47,3.3959553154786786,0.8684031963348389,0.7265625,0.24174447357654572,0.9995078444480896,149.327880859375
48,4.11133638253148,0.8800453543663025,0.734375,0.22579045593738556,0.9995078444480896,156.244384765625
49,5.247658555165986,0.8589269518852234,0.7421875,0.2430475950241089,0.9955708384513855,143.47573852539062
50,3.869476112492398,0.8562243580818176,0.7578125,0.2165171504020691,0.9958169460296631,143.39976501464844
